"","X","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season","Größe","Gewicht","Geburtsort","Hintergrund","Bild_URL"
"952",948,"Rene Sperlich","Rene","Sperlich","m"," Deutschland","30.09.1994","   4 5","https://www.sport.de/ninja-warrior/pe686852/rene-sperlich/",NA,NA,NA,4,5,173,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686852.jpg"
"953",217,"René Weigl","René","Weigl","m"," Deutschland","04.08.1988","1    ","https://www.sport.de/ninja-warrior/pe686021/rene-weigl/",1,NA,NA,NA,NA,180,65," Deutschland","","https://s.hs-data.com/gfx/person/m/686021.jpg"
"954",70,"Ricardo Giehl","Ricardo","Giehl","m"," Deutschland","05.06.1985","1    ","https://www.sport.de/ninja-warrior/pe685871/ricardo-giehl/",1,NA,NA,NA,NA,168,53," Deutschland","","https://s.hs-data.com/gfx/person/m/685871.jpg"
"955",1103,"Ricardo Lopez Lozano","Ricardo","Lopez Lozano","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708219/ricardo-lopez-lozano/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708219.jpg"
"956",539,"Richard Aphery","Richard","Aphery","m"," Deutschland","08.04.1995","  3  ","https://www.sport.de/ninja-warrior/pe686141/richard-aphery/",NA,NA,3,NA,NA,178,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686141.jpg"
"957",1131,"Richard Pech","Richard","Pech","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708004/richard-pech/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708004.jpg"
"958",521,"Richard Wiesenhütter","Richard","Wiesenhütter","m"," Deutschland","12.03.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686480/richard-wiesenhuetter/",NA,2,NA,NA,NA,182,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686480.jpg"
"959",548,"Rita Benker","Rita","Benker","w"," Deutschland","28.09.1988","  3 4 5","https://www.sport.de/ninja-warrior/pe686217/rita-benker/",NA,NA,3,4,5,162,53," Deutschland","","https://s.hs-data.com/gfx/person/m/686217.jpg"
"960",427,"Robby Nachtigall","Robby","Nachtigall","m"," Deutschland","17.05.1985"," 2   ","https://www.sport.de/ninja-warrior/pe686341/robby-nachtigall/",NA,2,NA,NA,NA,177,64," Deutschland","","https://s.hs-data.com/gfx/person/m/686341.jpg"
"961",265,"Robert Blankenburg","Robert","Blankenburg","m"," Deutschland","15.11.1972"," 2   ","https://www.sport.de/ninja-warrior/pe686492/robert-blankenburg/",NA,2,NA,NA,NA,180,74," Deutschland","","https://s.hs-data.com/gfx/person/m/686492.jpg"
"962",574,"Robert Donderer","Robert","Donderer","m"," Deutschland","20.02.1990","  3  ","https://www.sport.de/ninja-warrior/pe686590/robert-donderer/",NA,NA,3,NA,NA,174,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686590.jpg"
"963",126,"Robert Maaser","Robert","Maaser","m"," Deutschland","19.07.1990","1    ","https://www.sport.de/ninja-warrior/pe685826/robert-maaser/",1,NA,NA,NA,NA,185,90," Deutschland","","https://s.hs-data.com/gfx/person/m/685826.jpg"
"964",150,"Robert Nevermann","Robert","Nevermann","m"," Deutschland","30.10.1978","1 2   ","https://www.sport.de/ninja-warrior/pe686026/robert-nevermann/",1,2,NA,NA,NA,176,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686026.jpg"
"965",224,"Robert Wilken","Robert","Wilken","m"," Deutschland","03.02.1995","1    ","https://www.sport.de/ninja-warrior/pe685894/robert-wilken/",1,NA,NA,NA,NA,185,77," Deutschland","","https://s.hs-data.com/gfx/person/m/685894.jpg"
"966",630,"Robin Jolitz","Robin","Jolitz","m"," Deutschland","18.09.1998","  3  ","https://www.sport.de/ninja-warrior/pe686250/robin-jolitz/",NA,NA,3,NA,NA,180,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686250.jpg"
"967",878,"Robin Leiber","Robin","Leiber","m"," Deutschland","11.05.2001","   4 ","https://www.sport.de/ninja-warrior/pe686682/robin-leiber/",NA,NA,NA,4,NA,178,64," Deutschland","","https://s.hs-data.com/gfx/person/m/686682.jpg"
"968",485,"Robin Seeberger","Robin","Seeberger","m"," Deutschland","13.07.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686348/robin-seeberger/",NA,2,NA,NA,NA,200,90," Deutschland","","https://s.hs-data.com/gfx/person/m/686348.jpg"
"969",228,"Robin Wolfinger","Robin","Wolfinger","m"," Deutschland","08.04.1993","1    ","https://www.sport.de/ninja-warrior/pe685897/robin-wolfinger/",1,NA,NA,NA,NA,190,86," Deutschland","","https://s.hs-data.com/gfx/person/m/685897.jpg"
"970",423,"Roemellow Moore","Roemellow","Moore","m"," Deutschland","06.09.1995"," 2   ","https://www.sport.de/ninja-warrior/pe686469/roemellow-moore/",NA,2,NA,NA,NA,179,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686469.jpg"
"971",301,"Roland Eickhoff","Roland","Eickhoff","m"," Deutschland","12.01.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686554/roland-eickhoff/",NA,2,NA,NA,NA,183,74," Deutschland","","https://s.hs-data.com/gfx/person/m/686554.jpg"
"972",1035,"Roland Friedrich","Roland","Friedrich","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708078/roland-friedrich/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708078.jpg"
"973",620,"Roland Holm","Roland","Holm","m"," Deutschland","17.08.1987","  3  ","https://www.sport.de/ninja-warrior/pe686142/roland-holm/",NA,NA,3,NA,NA,180,95," Deutschland","","https://s.hs-data.com/gfx/person/m/686142.jpg"
"974",503,"Roland Tschierschky","Roland","Tschierschky","m"," Deutschland","10.07.1964"," 2   ","https://www.sport.de/ninja-warrior/pe686415/roland-tschierschky/",NA,2,NA,NA,NA,178,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686415.jpg"
"975",864,"Roman Konanchuk","Roman","Konanchuk","m"," Ukraine","03.06.1979","   4 5","https://www.sport.de/ninja-warrior/pe686689/roman-konanchuk/",NA,NA,NA,4,5,165,75," Ukraine","","https://s.hs-data.com/gfx/person/m/686689.jpg"
"976",660,"Roman Lochmann","Roman","Lochmann","m"," Deutschland","13.05.1999","  3  ","https://www.sport.de/ninja-warrior/pe705723/roman-lochmann/",NA,NA,3,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705723.jpg"
"977",463,"Roman Rindisbacher","Roman","Rindisbacher","m"," Schweiz","20.02.1981"," 2 3  ","https://www.sport.de/ninja-warrior/pe686404/roman-rindisbacher/",NA,2,3,NA,NA,178,77," Schweiz","","https://s.hs-data.com/gfx/person/m/686404.jpg"
"978",299,"Ronald Drummond","Ronald","Drummond","m"," Deutschland","27.10.1961"," 2 3  ","https://www.sport.de/ninja-warrior/pe686494/ronald-drummond/",NA,2,3,NA,NA,178,63," Deutschland","","https://s.hs-data.com/gfx/person/m/686494.jpg"
"979",833,"Ronja Goller","Ronja","Goller","w"," Deutschland","23.01.1982","   4 ","https://www.sport.de/ninja-warrior/pe686855/ronja-goller/",NA,NA,NA,4,NA,167,56," Deutschland","","https://s.hs-data.com/gfx/person/m/686855.jpg"
"980",1064,"Ronja Hoffmann","Ronja","Hoffmann","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708191/ronja-hoffmann/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708191.jpg"
"981",879,"Rosa Lenz","Rosa","Lenz","w"," Deutschland","03.12.1989","   4 ","https://www.sport.de/ninja-warrior/pe686755/rosa-lenz/",NA,NA,NA,4,NA,176,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686755.jpg"
"982",538,"Ross Antony","Ross","Antony","m"," Deutschland","09.07.1974","  3  ","https://www.sport.de/ninja-warrior/pe705719/ross-antony/",NA,NA,3,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705719.jpg"
"983",204,"Roxana Strasser","Roxana","Strasser","w"," Deutschland","26.09.1990","1    ","https://www.sport.de/ninja-warrior/pe686113/roxana-strasser/",1,NA,NA,NA,NA,167,58," Deutschland","","https://s.hs-data.com/gfx/person/m/686113.jpg"
"984",1109,"Roy Matthey","Roy","Matthey","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708106/roy-matthey/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708106.jpg"
"985",949,"Roy Sperlich","Roy","Sperlich","m"," Deutschland","29.12.1995","   4 5","https://www.sport.de/ninja-warrior/pe686851/roy-sperlich/",NA,NA,NA,4,5,180,7," Deutschland","","https://s.hs-data.com/gfx/person/m/686851.jpg"
"986",373,"Rustem Kasso","Rustem","Kasso","m"," Deutschland","01.10.1987"," 2   ","https://www.sport.de/ninja-warrior/pe686422/rustem-kasso/",NA,2,NA,NA,NA,167,65," Deutschland","","https://s.hs-data.com/gfx/person/m/686422.jpg"
"987",291,"Ryan De Guzman","Ryan","De Guzman","m"," Deutschland","11.10.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686430/ryan-de-guzman/",NA,2,NA,NA,NA,169,74," Deutschland","","https://s.hs-data.com/gfx/person/m/686430.jpg"
"988",1079,"Sabina Kofler","Sabina","Kofler","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708234/sabina-kofler/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708234.jpg"
"989",962,"Sabine Volz","Sabine","Volz","w"," Deutschland","21.07.1990","   4 ","https://www.sport.de/ninja-warrior/pe686780/sabine-volz/",NA,NA,NA,4,NA,165,55," Deutschland","","https://s.hs-data.com/gfx/person/m/686780.jpg"
"990",368,"Sabri Kabdani","Sabri","Kabdani","m"," Deutschland","08.07.1983"," 2   ","https://www.sport.de/ninja-warrior/pe686317/sabri-kabdani/",NA,2,NA,NA,NA,175,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686317.jpg"
"991",248,"Sabrina Avarello","Sabrina","Avarello","w"," Deutschland","09.11.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686463/sabrina-avarello/",NA,2,NA,NA,NA,158,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686463.jpg"
"992",644,"Sabrina Kolb","Sabrina","Kolb","w"," Deutschland","14.05.1979","  3  ","https://www.sport.de/ninja-warrior/pe686243/sabrina-kolb/",NA,NA,3,NA,NA,178,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686243.jpg"
"993",902,"Sabrina Mockenhaupt","Sabrina","Mockenhaupt","w"," Deutschland","06.12.1980","   4 ","https://www.sport.de/ninja-warrior/pe36858/sabrina-mockenhaupt/",NA,NA,NA,4,NA,155,45," Deutschland","Langstreckenlauf"," https://s.hs-data.com/gfx/person/m/36858.jpg"
"994",1156,"Sabrina Schlacher","Sabrina","Schlacher","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708138/sabrina-schlacher/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708138.jpg"
"995",722,"Sabrina Schnell","Sabrina","Schnell","w"," Deutschland","28.04.2000","  3  ","https://www.sport.de/ninja-warrior/pe686598/sabrina-schnell/",NA,NA,3,NA,NA,162,48," Deutschland","","https://s.hs-data.com/gfx/person/m/686598.jpg"
"996",1176,"Sabrina Skopp","Sabrina","Skopp","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708086/sabrina-skopp/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708086.jpg"
"997",587,"Safia Flowers","Safia","Flowers","w"," Deutschland","18.04.1983","  3  ","https://www.sport.de/ninja-warrior/pe686633/safia-flowers/",NA,NA,3,NA,NA,168,61," Deutschland","","https://s.hs-data.com/gfx/person/m/686633.jpg"
"998",287,"Saikou Ceesay","Saikou","Ceesay","m"," Deutschland","03.03.1979"," 2   ","https://www.sport.de/ninja-warrior/pe686363/saikou-ceesay/",NA,2,NA,NA,NA,171,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686363.jpg"
"999",794,"Salah Boukhaoua","Salah","Boukhaoua","w"," Schweiz","28.04.1983","   4 ","https://www.sport.de/ninja-warrior/pe686845/salah-boukhaoua/",NA,NA,NA,4,NA,151,52," Schweiz","","https://s.hs-data.com/gfx/person/m/686845.jpg"
"1000",278,"Sam Bürsner","Sam","Bürsner","m"," Deutschland","27.08.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686462/sam-buersner/",NA,2,NA,NA,NA,176,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686462.jpg"
"1001",254,"Samara Bannikov","Samara","Bannikov","w"," Deutschland","31.03.1988"," 2 3  ","https://www.sport.de/ninja-warrior/pe686563/samara-bannikov/",NA,2,3,NA,NA,166,51," Deutschland","","https://s.hs-data.com/gfx/person/m/686563.jpg"
"1002",417,"Samira Mark","Samira","Mark","w"," Deutschland","11.04.1979"," 2   ","https://www.sport.de/ninja-warrior/pe686450/samira-mark/",NA,2,NA,NA,NA,169,64," Deutschland","","https://s.hs-data.com/gfx/person/m/686450.jpg"
"1003",810,"Samuel Dufner","Samuel","Dufner","m"," Deutschland","08.04.1989","   4 5","https://www.sport.de/ninja-warrior/pe686693/samuel-dufner/",NA,NA,NA,4,5,177,63," Deutschland","","https://s.hs-data.com/gfx/person/m/686693.jpg"
"1004",310,"Samuel Faustich","Samuel","Faustich","m"," Deutschland","25.06.1995"," 2 3  ","https://www.sport.de/ninja-warrior/pe686449/samuel-faustich/",NA,2,3,NA,NA,180,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686449.jpg"
"1005",101,"Sandra Jung","Sandra","Jung","w"," Deutschland","30.03.1982","1    ","https://www.sport.de/ninja-warrior/pe685866/sandra-jung/",1,NA,NA,NA,NA,155,50," Deutschland","","https://s.hs-data.com/gfx/person/m/685866.jpg"
"1006",119,"Sandra Lamla","Sandra","Lamla","w"," Deutschland","06.07.1994","1    ","https://www.sport.de/ninja-warrior/pe686114/sandra-lamla/",1,NA,NA,NA,NA,175,67," Deutschland","","https://s.hs-data.com/gfx/person/m/686114.jpg"
"1007",873,"Sandra Lang","Sandra","Lang","w"," Deutschland","25.12.1989","   4 ","https://www.sport.de/ninja-warrior/pe686793/sandra-lang/",NA,NA,NA,4,NA,167,52," Deutschland","","https://s.hs-data.com/gfx/person/m/686793.jpg"
"1008",245,"Sandro Atzori","Sandro","Atzori","m"," Deutschland","27.11.1967"," 2   ","https://www.sport.de/ninja-warrior/pe686326/sandro-atzori/",NA,2,NA,NA,NA,173,78," Deutschland","","https://s.hs-data.com/gfx/person/m/686326.jpg"
"1009",315,"Santiago Franco-Castillo","Santiago","Franco-Castillo","m"," Deutschland","22.04.1976"," 2   ","https://www.sport.de/ninja-warrior/pe686441/santiago-franco-castillo/",NA,2,NA,NA,NA,180,69," Deutschland","","https://s.hs-data.com/gfx/person/m/686441.jpg"
"1010",155,"Sara Nosrati","Sara","Nosrati","w"," Deutschland","12.05.1989","1    ","https://www.sport.de/ninja-warrior/pe685919/sara-nosrati/",1,NA,NA,NA,NA,152,50," Deutschland","","https://s.hs-data.com/gfx/person/m/685919.jpg"
"1011",387,"Sarah Kopp","Sarah","Kopp","w"," Deutschland","11.02.1981"," 2 3 4 ","https://www.sport.de/ninja-warrior/pe686216/sarah-kopp/",NA,2,3,4,NA,168,68," Deutschland","","https://s.hs-data.com/gfx/person/m/686216.jpg"
"1012",661,"Sarah Lombardi","Sarah","Lombardi","w"," Deutschland","15.10.1992","  3  ","https://www.sport.de/ninja-warrior/pe705739/sarah-lombardi/",NA,NA,3,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705739.jpg"
"1013",1169,"Sarah Schüßler","Sarah","Schüßler","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708188/sarah-schuessler/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708188.jpg"
"1014",788,"Sascha Bachmann","Sascha","Bachmann","m"," Deutschland","27.02.1989","   4 ","https://www.sport.de/ninja-warrior/pe686706/sascha-bachmann/",NA,NA,NA,4,NA,190,87," Deutschland","","https://s.hs-data.com/gfx/person/m/686706.jpg"
"1015",575,"Sascha Dörr","Sascha","Dörr","m"," Deutschland","22.06.1986","  3  ","https://www.sport.de/ninja-warrior/pe686583/sascha-doerr/",NA,NA,3,NA,NA,206,103," Deutschland","","https://s.hs-data.com/gfx/person/m/686583.jpg"
"1016",71,"Sascha Göbel","Sascha","Göbel","m"," Deutschland","01.09.1993","1  3  ","https://www.sport.de/ninja-warrior/pe686030/sascha-goebel/",1,NA,3,NA,NA,184,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686030.jpg"
"1017",380,"Sascha Kleeberger","Sascha","Kleeberger","m"," Österreich","30.12.1972"," 2   ","https://www.sport.de/ninja-warrior/pe686550/sascha-kleeberger/",NA,2,NA,NA,NA,183,82," Österreich","","https://s.hs-data.com/gfx/person/m/686550.jpg"
"1018",1166,"Sascha Schöpf","Sascha","Schöpf","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708038/sascha-schoepf/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708038.jpg"
"1019",193,"Sascha Schultz","Sascha","Schultz","m"," Deutschland","18.07.1984","1    ","https://www.sport.de/ninja-warrior/pe686048/sascha-schultz/",1,NA,NA,NA,NA,176,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686048.jpg"
"1020",798,"Sebastian Buchner","Sebastian","Buchner","m"," Deutschland","15.09.2000","   4 ","https://www.sport.de/ninja-warrior/pe686719/sebastian-buchner/",NA,NA,NA,4,NA,178,77," Deutschland","","https://s.hs-data.com/gfx/person/m/686719.jpg"
"1021",565,"Sebastian Corsten","Sebastian","Corsten","m"," Deutschland","12.12.1985","  3  ","https://www.sport.de/ninja-warrior/pe686585/sebastian-corsten/",NA,NA,3,NA,NA,189,89," Deutschland","","https://s.hs-data.com/gfx/person/m/686585.jpg"
"1022",47,"Sebastian Dietz","Sebastian","Dietz","m"," Deutschland","25.02.1985","1    ","https://www.sport.de/ninja-warrior/pe685914/sebastian-dietz/",1,NA,NA,NA,NA,184,88," Deutschland","","https://s.hs-data.com/gfx/person/m/685914.jpg"
"1023",1018,"Sebastian Domes","Sebastian","Domes","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707975/sebastian-domes/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707975.jpg"
"1024",588,"Sebastian Fobe","Sebastian","Fobe","m"," Deutschland","20.06.1985","  3  ","https://www.sport.de/ninja-warrior/pe705721/sebastian-fobe/",NA,NA,3,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705721.jpg"
"1025",642,"Sebastian Koch","Sebastian","Koch","m"," Deutschland","14.01.1994","  3  ","https://www.sport.de/ninja-warrior/pe686224/sebastian-koch/",NA,NA,3,NA,NA,186,86," Deutschland","","https://s.hs-data.com/gfx/person/m/686224.jpg"
"1026",407,"Sebastian Lierenfeld","Sebastian","Lierenfeld","m"," Deutschland","26.07.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686445/sebastian-lierenfeld/",NA,2,NA,NA,NA,164,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686445.jpg"
"1027",447,"Sebastian Pöschl","Sebastian","Pöschl","m"," Österreich","02.11.1986"," 2   ","https://www.sport.de/ninja-warrior/pe686542/sebastian-poeschl/",NA,2,NA,NA,NA,170,64," Österreich","","https://s.hs-data.com/gfx/person/m/686542.jpg"
"1028",479,"Sebastian Schreiner","Sebastian","Schreiner","m"," Deutschland","21.07.1991"," 2   ","https://www.sport.de/ninja-warrior/pe686523/sebastian-schreiner/",NA,2,NA,NA,NA,170,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686523.jpg"
"1029",724,"Sebastian Schuler","Sebastian","Schuler","m"," Deutschland","08.04.1991","  3  ","https://www.sport.de/ninja-warrior/pe686290/sebastian-schuler/",NA,NA,3,NA,NA,186,96," Deutschland","","https://s.hs-data.com/gfx/person/m/686290.jpg"
"1030",509,"Sebastian Vogel","Sebastian","Vogel","m"," Deutschland","02.11.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686577/sebastian-vogel/",NA,2,NA,NA,NA,169,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686577.jpg"
"1031",1197,"Sebastian Vossler","Sebastian","Vossler","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708165/sebastian-vossler/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708165.jpg"
"1032",519,"Sebastian Wicke","Sebastian","Wicke","m"," Deutschland","06.05.1988"," 2 3  ","https://www.sport.de/ninja-warrior/pe686351/sebastian-wicke/",NA,2,3,NA,NA,176,76," Deutschland","","https://s.hs-data.com/gfx/person/m/686351.jpg"
"1033",532,"Sebastian Wurth","Sebastian","Wurth","m"," Deutschland","21.07.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686545/sebastian-wurth/",NA,2,NA,NA,NA,178,66," Deutschland","","https://s.hs-data.com/gfx/person/m/686545.jpg"
"1034",359,"Selina Huber","Selina","Huber","w"," Deutschland","14.01.1998"," 2 3  5","https://www.sport.de/ninja-warrior/pe686153/selina-huber/",NA,2,3,NA,5,171,61," Deutschland","","https://s.hs-data.com/gfx/person/m/686153.jpg"
"1035",592,"Sergej Führus","Sergej","Führus","m"," Deutschland","20.03.1988","  3  ","https://www.sport.de/ninja-warrior/pe686166/sergej-fuehrus/",NA,NA,3,NA,NA,186,86," Deutschland","","https://s.hs-data.com/gfx/person/m/686166.jpg"
"1036",474,"Severin Schaubeck","Severin","Schaubeck","m"," Deutschland","13.08.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686479/severin-schaubeck/",NA,2,NA,NA,NA,179,76," Deutschland","","https://s.hs-data.com/gfx/person/m/686479.jpg"
"1037",702,"Shariq Reza","Shariq","Reza","m"," Österreich","26.02.1987","  3  ","https://www.sport.de/ninja-warrior/pe686663/shariq-reza/",NA,NA,3,NA,NA,172,75," Österreich","","https://s.hs-data.com/gfx/person/m/686663.jpg"
"1038",738,"Siegfried Sperlich","Siegfried","Sperlich","m"," Deutschland","18.08.1989","  3 4 5","https://www.sport.de/ninja-warrior/pe686652/siegfried-sperlich/",NA,NA,3,4,5,183,80," Deutschland","","https://s.hs-data.com/gfx/person/m/686652.jpg"
"1039",735,"Silke Sollfrank","Silke","Sollfrank","w"," Deutschland","10.06.1997","  3  ","https://www.sport.de/ninja-warrior/pe686156/silke-sollfrank/",NA,NA,3,NA,NA,152,50," Deutschland","","https://s.hs-data.com/gfx/person/m/686156.jpg"
"1040",1051,"Silvio Grogg","Silvio","Grogg","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708059/silvio-grogg/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708059.jpg"
"1041",899,"Silvio Minakawa","Silvio","Minakawa","m"," Deutschland","06.03.1980","   4 ","https://www.sport.de/ninja-warrior/pe686735/silvio-minakawa/",NA,NA,NA,4,NA,178,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686735.jpg"
"1042",275,"Simon Brunner","Simon","Brunner","m"," Deutschland","09.06.1997"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686505/simon-brunner/",NA,2,3,4,5,180,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686505.jpg"
"1043",42,"Simon Däter","Simon","Däter","m"," Deutschland","13.05.1988","1    ","https://www.sport.de/ninja-warrior/pe686012/simon-daeter/",1,NA,NA,NA,NA,174,58," Deutschland","","https://s.hs-data.com/gfx/person/m/686012.jpg"
"1044",1036,"Simon Friesenecker","Simon","Friesenecker","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708009/simon-friesenecker/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708009.jpg"
"1045",110,"Simon Knitter","Simon","Knitter","m"," Deutschland","28.09.1993","1 2   ","https://www.sport.de/ninja-warrior/pe685939/simon-knitter/",1,2,NA,NA,NA,186,78," Deutschland","","https://s.hs-data.com/gfx/person/m/685939.jpg"
"1046",1139,"Simon Rehrl","Simon","Rehrl","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708074/simon-rehrl/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708074.jpg"
"1047",731,"Simon Sielemann","Simon","Sielemann","m"," Deutschland","15.04.1997","  3  ","https://www.sport.de/ninja-warrior/pe686295/simon-sielemann/",NA,NA,3,NA,NA,178,64," Deutschland","","https://s.hs-data.com/gfx/person/m/686295.jpg"
"1048",694,"Simone Pyrdok","Simone","Pyrdok","w"," Deutschland","20.11.1987","  3  ","https://www.sport.de/ninja-warrior/pe686661/simone-pyrdok/",NA,NA,3,NA,NA,166,66," Deutschland","","https://s.hs-data.com/gfx/person/m/686661.jpg"
"1049",955,"Simone Techau","Simone","Techau","w"," Deutschland","31.10.1974","   4 ","https://www.sport.de/ninja-warrior/pe686829/simone-techau/",NA,NA,NA,4,NA,164,6," Deutschland","","https://s.hs-data.com/gfx/person/m/686829.jpg"
"1050",1024,"Sina Endejann","Sina","Endejann","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708185/sina-endejann/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708185.jpg"
"1051",48,"Sladjan Djulabic","Sladjan","Djulabic","m"," Deutschland","29.11.1988","1 2 3 4 5","https://www.sport.de/ninja-warrior/pe685879/sladjan-djulabic/",1,2,3,4,5,180,75," Deutschland","","https://s.hs-data.com/gfx/person/m/685879.jpg"
"1052",996,"Sne Belayneh","Sne","Belayneh","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708057/sne-belayneh/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708057.jpg"
"1053",1026,"Sonja Fischer","Sonja","Fischer","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708046/sonja-fischer/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708046.jpg"
"1054",708,"Sonja Röhe","Sonja","Röhe","w"," Deutschland","06.08.1997","  3  ","https://www.sport.de/ninja-warrior/pe686676/sonja-roehe/",NA,NA,3,NA,NA,163,54," Deutschland","","https://s.hs-data.com/gfx/person/m/686676.jpg"
"1055",1050,"Sophia Grimm","Sophia","Grimm","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708192/sophia-grimm/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708192.jpg"
"1056",331,"Sophia Große","Sophia","Große","w"," Deutschland","08.03.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686501/sophia-grosse/",NA,2,NA,NA,NA,165,57," Deutschland","","https://s.hs-data.com/gfx/person/m/686501.jpg"
"1057",369,"Soubhi Kabdani","Soubhi","Kabdani","m"," Deutschland","08.07.1983"," 2   ","https://www.sport.de/ninja-warrior/pe686316/soubhi-kabdani/",NA,2,NA,NA,NA,178,76," Deutschland","","https://s.hs-data.com/gfx/person/m/686316.jpg"
