"","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season"
"902"," Sabrina Mockenhaupt","Sabrina","Mockenhaupt","w"," Deutschland"," 06.12.1980","   4 ","https://www.sport.de/ninja-warrior/pe36858/sabrina-mockenhaupt/","","","","4",""
"903"," Jürgen Müller","Jürgen","Müller","m"," Deutschland"," 17.07.1960","   4 ","https://www.sport.de/ninja-warrior/pe707541/juergen-mueller/","","","","4",""
"904"," Marc Neuhaus","Marc","Neuhaus","m"," Deutschland"," 13.08.1983","   4 ","https://www.sport.de/ninja-warrior/pe686826/marc-neuhaus/","","","","4",""
"905"," Quang-Lam Ngo","Quang-Lam","Ngo","m"," Deutschland"," 05.09.1992","   4 ","https://www.sport.de/ninja-warrior/pe686777/quang-lam-ngo/","","","","4",""
"906"," Stefanie Noppinger","Stefanie","Noppinger","w"," Österreich"," 25.06.1993","   4 5","https://www.sport.de/ninja-warrior/pe686723/stefanie-noppinger/","","","","4","5"
"907"," Mara Oberlechner","Mara","Oberlechner","w"," Deutschland"," 08.12.1990","   4 ","https://www.sport.de/ninja-warrior/pe686687/mara-oberlechner/","","","","4",""
"908"," Thomas Oppermann","Thomas","Oppermann","m"," Deutschland"," 14.12.1988","   4 5","https://www.sport.de/ninja-warrior/pe686783/thomas-oppermann/","","","","4","5"
"909"," Peter Orloff","Peter","Orloff","m"," Deutschland"," 12.03.1944","   4 ","https://www.sport.de/ninja-warrior/pe705728/peter-orloff/","","","","4",""
"910"," Leoni Ostler","Leoni","Ostler","w"," Deutschland"," 01.01.1999","   4 5","https://www.sport.de/ninja-warrior/pe686712/leoni-ostler/","","","","4","5"
"911"," Lisa Pannicke","Lisa","Pannicke","w"," Deutschland"," 24.05.1989","   4 ","https://www.sport.de/ninja-warrior/pe686772/lisa-pannicke/","","","","4",""
"912"," Stephan Pfeifer","Stephan","Pfeifer","m"," Deutschland"," 11.12.1984","   4 ","https://www.sport.de/ninja-warrior/pe686734/stephan-pfeifer/","","","","4",""
"913"," Benjamin Piwko","Benjamin","Piwko","m"," Deutschland"," 11.04.1980","   4 ","https://www.sport.de/ninja-warrior/pe705729/benjamin-piwko/","","","","4",""
"914"," Marten Pollack","Marten","Pollack","m"," Deutschland"," 12.02.1967","   4 ","https://www.sport.de/ninja-warrior/pe686843/marten-pollack/","","","","4",""
"915"," Max Prinz","Max","Prinz","m"," Deutschland"," 01.07.1999","   4 5","https://www.sport.de/ninja-warrior/pe686834/max-prinz/","","","","4","5"
"916"," Andreas Prost","Andreas","Prost","m"," Deutschland"," 30.12.1995","   4 ","https://www.sport.de/ninja-warrior/pe686716/andreas-prost/","","","","4",""
"917"," Antonia Quindel","Antonia","Quindel","w"," Deutschland"," 30.11.1998","   4 ","https://www.sport.de/ninja-warrior/pe686814/antonia-quindel/","","","","4",""
"918"," Jamie Rahn","Jamie","Rahn","m"," USA"," 07.05.1988","   4 ","https://www.sport.de/ninja-warrior/pe705731/jamie-rahn/","","","","4",""
"919"," Georg Ratke","Georg","Ratke","m"," Deutschland"," 26.12.1983","   4 ","https://www.sport.de/ninja-warrior/pe686773/georg-ratke/","","","","4",""
"920"," Linda Raulf","Linda","Raulf","w"," Deutschland"," 05.06.1991","   4 ","https://www.sport.de/ninja-warrior/pe686775/linda-raulf/","","","","4",""
"921"," Holger Reinhardt","Holger","Reinhardt","m"," Deutschland"," 10.05.1968","   4 ","https://www.sport.de/ninja-warrior/pe686731/holger-reinhardt/","","","","4",""
"922"," Martin Renk","Martin","Renk","m"," Deutschland"," 22.04.1983","   4 5","https://www.sport.de/ninja-warrior/pe686844/martin-renk/","","","","4","5"
"923"," Michael Retzinger","Michael","Retzinger","m"," Österreich"," 05.11.1983","   4 ","https://www.sport.de/ninja-warrior/pe686859/michael-retzinger/","","","","4",""
"924"," Tim Reuber","Tim","Reuber","m"," Deutschland"," 21.09.1993","   4 5","https://www.sport.de/ninja-warrior/pe686724/tim-reuber/","","","","4","5"
"925"," Linus Riedel","Linus","Riedel","m"," Deutschland"," 12.02.1997","   4 ","https://www.sport.de/ninja-warrior/pe686750/linus-riedel/","","","","4",""
"926"," Patrick Ries","Patrick","Ries","m"," Deutschland"," 13.12.1988","   4 ","https://www.sport.de/ninja-warrior/pe686730/patrick-ries/","","","","4",""
"927"," Evert Cordero Rosario","Evert","Cordero Rosario","m"," Deutschland"," 18.12.1992","   4 ","https://www.sport.de/ninja-warrior/pe686817/evert-cordero-rosario/","","","","4",""
"928"," Marion Rudolph","Marion","Rudolph","w"," Deutschland"," 02.08.1969","   4 ","https://www.sport.de/ninja-warrior/pe686754/marion-rudolph/","","","","4",""
"929"," Evi Sachenbacher-Stehle","Evi","Sachenbacher-Stehle","w"," Deutschland"," 27.11.1980","   4 ","https://www.sport.de/wintersport/pe211923/evi-sachenbacher-stehle/","","","","4",""
"930"," Jana Sandner","Jana","Sandner","w"," Deutschland"," 05.08.2000","   4 ","https://www.sport.de/ninja-warrior/pe686700/jana-sandner/","","","","4",""
"931"," Eva Sauer","Eva","Sauer","w"," Deutschland"," 19.08.1995","   4 ","https://www.sport.de/ninja-warrior/pe686711/eva-sauer/","","","","4",""
"932"," Martin Schaeper","Martin","Schaeper","m"," Deutschland"," 05.10.1988","   4 ","https://www.sport.de/ninja-warrior/pe686683/martin-schaeper/","","","","4",""
"933"," Rebecca Schmid","Rebecca","Schmid","w"," Österreich"," 26.05.2000","   4 ","https://www.sport.de/ninja-warrior/pe686862/rebecca-schmid/","","","","4",""
"934"," Stephan Schmid","Stephan","Schmid","m"," Österreich"," 03.11.1976","   4 5","https://www.sport.de/ninja-warrior/pe686863/stephan-schmid/","","","","4","5"
"935"," Frank Schmidpeter","Frank","Schmidpeter","m"," Deutschland"," 15.11.1990","   4 5","https://www.sport.de/ninja-warrior/pe686751/frank-schmidpeter/","","","","4","5"
"936"," Markus Schmoltner","Markus","Schmoltner","m"," Österreich"," 12.09.1995","   4 ","https://www.sport.de/ninja-warrior/pe686827/markus-schmoltner/","","","","4",""
"937"," Kendra Scholvin","Kendra","Scholvin","w"," Deutschland"," 01.06.1994","   4 ","https://www.sport.de/ninja-warrior/pe686752/kendra-scholvin/","","","","4",""
"938"," Artur Schreiber","Artur","Schreiber","m"," Deutschland"," 21.03.1991","   4 5","https://www.sport.de/ninja-warrior/pe686681/artur-schreiber/","","","","4","5"
"939"," Konstantin Schuler","Konstantin","Schuler","m"," Deutschland"," 20.09.1991","   4 ","https://www.sport.de/ninja-warrior/pe686819/konstantin-schuler/","","","","4",""
"940"," Nils Schumann","Nils","Schumann","m"," Deutschland"," 20.05.1978","   4 ","https://www.sport.de/ninja-warrior/pe705730/nils-schumann/","","","","4",""
"941"," Dirk Schütze","Dirk","Schütze","m"," Deutschland"," 03.01.1967","   4 ","https://www.sport.de/ninja-warrior/pe686748/dirk-schuetze/","","","","4",""
"942"," Peter Schwab","Peter","Schwab","m"," Deutschland"," 24.09.1985","   4 ","https://www.sport.de/ninja-warrior/pe686802/peter-schwab/","","","","4",""
"943"," Alina Schwärzer","Alina","Schwärzer","w"," Deutschland"," 27.06.1992","   4 5","https://www.sport.de/ninja-warrior/pe686739/alina-schwaerzer/","","","","4","5"
"944"," Malte Sehmer","Malte","Sehmer","m"," Deutschland"," 25.11.2000","   4 ","https://www.sport.de/ninja-warrior/pe686789/malte-sehmer/","","","","4",""
"945"," Astrid Sibon","Astrid","Sibon","w"," Niederlande"," 15.06.1993","   4 5","https://www.sport.de/ninja-warrior/pe686694/astrid-sibon/","","","","4","5"
"946"," Pascal Siffert","Pascal","Siffert","m"," Deutschland"," 25.06.1988","   4 ","https://www.sport.de/ninja-warrior/pe686756/pascal-siffert/","","","","4",""
"947"," Artur Sommer","Artur","Sommer","m"," Deutschland"," 13.06.1993","   4 ","https://www.sport.de/ninja-warrior/pe686800/artur-sommer/","","","","4",""
"948"," Rene Sperlich","Rene","Sperlich","m"," Deutschland"," 30.09.1994","   4 5","https://www.sport.de/ninja-warrior/pe686852/rene-sperlich/","","","","4","5"
"949"," Roy Sperlich","Roy","Sperlich","m"," Deutschland"," 29.12.1995","   4 5","https://www.sport.de/ninja-warrior/pe686851/roy-sperlich/","","","","4","5"
"950"," Daniel Springer","Daniel","Springer","m"," Deutschland"," 27.02.1984","   4 ","https://www.sport.de/ninja-warrior/pe686782/daniel-springer/","","","","4",""
"951"," Max Staats","Max","Staats","m"," Deutschland"," 23.01.1997","   4 ","https://www.sport.de/ninja-warrior/pe686786/max-staats/","","","","4",""
"952"," Michael Streif","Michael","Streif","m"," Deutschland"," 27.12.1991","   4 5","https://www.sport.de/ninja-warrior/pe686823/michael-streif/","","","","4","5"
"953"," Leo Sucre Azongwa","Leo","Sucre Azongwa","m"," Kamerun"," 13.06.1988","   4 ","https://www.sport.de/ninja-warrior/pe686809/leo-sucre-azongwa/","","","","4",""
"954"," Jana Svoboda","Jana","Svoboda","w"," Deutschland"," 14.11.2000","   4 ","https://www.sport.de/ninja-warrior/pe686761/jana-svoboda/","","","","4",""
"955"," Simone Techau","Simone","Techau","w"," Deutschland"," 31.10.1974","   4 ","https://www.sport.de/ninja-warrior/pe686829/simone-techau/","","","","4",""
"956"," Thulasimaaran Tharumalingam","Thulasimaaran","Tharumalingam","m"," Deutschland"," 24.10.1992","   4 ","https://www.sport.de/ninja-warrior/pe686815/thulasimaaran-tharumalingam/","","","","4",""
"957"," Jonas Thiede","Jonas","Thiede","m"," Deutschland"," 10.06.1996","   4 ","https://www.sport.de/ninja-warrior/pe686776/jonas-thiede/","","","","4",""
"958"," Christian Thomas","Christian","Thomas","m"," Deutschland"," 17.10.1989","   4 ","https://www.sport.de/ninja-warrior/pe686806/christian-thomas/","","","","4",""
"959"," Alfred Tschechowski","Alfred","Tschechowski","m"," Deutschland"," 05.02.1986","   4 ","https://www.sport.de/ninja-warrior/pe686807/alfred-tschechowski/","","","","4",""
"960"," Jana Unterkötter","Jana","Unterkötter","w"," Deutschland"," 17.02.1999","   4 ","https://www.sport.de/ninja-warrior/pe686811/jana-unterkoetter/","","","","4",""
"961"," Felix Van Deventer","Felix","Van Deventer","m"," Deutschland"," 03.06.1996","   4 ","https://www.sport.de/ninja-warrior/pe705726/felix-van-deventer/","","","","4",""
"962"," Sabine Volz","Sabine","Volz","w"," Deutschland"," 21.07.1990","   4 ","https://www.sport.de/ninja-warrior/pe686780/sabine-volz/","","","","4",""
"963"," Katharina Von Chamier","Katharina","Von Chamier","w"," Deutschland"," 17.03.1993","   4 ","https://www.sport.de/ninja-warrior/pe686847/katharina-von-chamier/","","","","4",""
"964"," Mercy Von Trentini","Mercy","Von Trentini","w"," Deutschland"," 18.06.1995","   4 5","https://www.sport.de/ninja-warrior/pe686825/mercy-von-trentini/","","","","4","5"
"965"," Eric Voßhage","Eric","Voßhage","m"," Deutschland"," 16.06.1996","   4 ","https://www.sport.de/ninja-warrior/pe686771/eric-vosshage/","","","","4",""
"966"," Niklas Weber","Niklas","Weber","m"," Deutschland"," 06.06.1983","   4 5","https://www.sport.de/ninja-warrior/pe686740/niklas-weber/","","","","4","5"
"967"," Isabell Weidner","Isabell","Weidner","w"," Deutschland"," 06.04.1986","   4 ","https://www.sport.de/ninja-warrior/pe686733/isabell-weidner/","","","","4",""
"968"," Annette Weiss","Annette","Weiss","w"," Deutschland"," 24.05.1968","   4 5","https://www.sport.de/ninja-warrior/pe686763/annette-weiss/","","","","4","5"
"969"," Michel Weller","Michel","Weller","m"," Deutschland"," 22.12.1987","   4 ","https://www.sport.de/ninja-warrior/pe686684/michel-weller/","","","","4",""
"970"," Dustin Williamson","Dustin","Williamson","m"," Deutschland"," 24.06.1992","   4 ","https://www.sport.de/ninja-warrior/pe686741/dustin-williamson/","","","","4",""
"971"," Lynne Winkler","Lynne","Winkler","w"," Deutschland"," 31.12.1995","   4 5","https://www.sport.de/ninja-warrior/pe686820/lynne-winkler/","","","","4","5"
"972"," Stephan Wirtz","Stephan","Wirtz","m"," Deutschland"," 21.01.1982","   4 ","https://www.sport.de/ninja-warrior/pe686849/stephan-wirtz/","","","","4",""
"973"," Florian Wohlgenannt","Florian","Wohlgenannt","m"," Österreich"," 29.05.1998","   4 ","https://www.sport.de/ninja-warrior/pe686818/florian-wohlgenannt/","","","","4",""
"974"," Alexander Worgitzki","Alexander","Worgitzki","m"," Deutschland"," 01.05.1986","   4 ","https://www.sport.de/ninja-warrior/pe686790/alexander-worgitzki/","","","","4",""
"975"," Gero Wurm","Gero","Wurm","m"," Deutschland"," 12.06.1993","   4 ","https://www.sport.de/fussball/pe401454/gero-wurm/","","","","4",""
"976"," Lukas Zajons","Lukas","Zajons","m"," Deutschland"," 27.02.1991","   4 ","https://www.sport.de/ninja-warrior/pe686850/lukas-zajons/","","","","4",""
"977"," Eric Zekina","Eric","Zekina","m"," Deutschland"," 05.10.1991","   4 5","https://www.sport.de/ninja-warrior/pe686860/eric-zekina/","","","","4","5"
"978"," Juliet Abayomi","Juliet","Abayomi","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708132/juliet-abayomi/","","","","","5"
"979"," Nikki Adler","Nikki","Adler","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708227/nikki-adler/","","","","","5"
"980"," Philipp Altenhofen","Philipp","Altenhofen","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708225/philipp-altenhofen/","","","","","5"
"981"," Moritz Andelfinger","Moritz","Andelfinger","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708197/moritz-andelfinger/","","","","","5"
"982"," Uwe Andorfer","Uwe","Andorfer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708105/uwe-andorfer/","","","","","5"
"983"," Patrick Apfelthaler","Patrick","Apfelthaler","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708216/patrick-apfelthaler/","","","","","5"
"984"," Rainer Auer","Rainer","Auer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707986/rainer-auer/","","","","","5"
"985"," Kevin Bäcker","Kevin","Bäcker","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707967/kevin-baecker/","","","","","5"
"986"," Michael Badner","Michael","Badner","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708034/michael-badner/","","","","","5"
"987"," Stefanie Ballok","Stefanie","Ballok","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708135/stefanie-ballok/","","","","","5"
"988"," Anne Bartelt","Anne","Bartelt","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708183/anne-bartelt/","","","","","5"
"989"," Gabriel Barth","Gabriel","Barth","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708040/gabriel-barth/","","","","","5"
"990"," Jens Bartsch","Jens","Bartsch","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708111/jens-bartsch/","","","","","5"
"991"," Patrick Basler","Patrick","Basler","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708203/patrick-basler/","","","","","5"
"992"," Billy Bassilekin","Billy","Bassilekin","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707990/billy-bassilekin/","","","","","5"
"993"," Florian Becher","Florian","Becher","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708031/florian-becher/","","","","","5"
"994"," Mario Becker","Mario","Becker","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708099/mario-becker/","","","","","5"
"995"," Ramona Beckmann","Ramona","Beckmann","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708137/ramona-beckmann/","","","","","5"
"996"," Sne Belayneh","Sne","Belayneh","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708057/sne-belayneh/","","","","","5"
"997"," Marius Bender","Marius","Bender","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708005/marius-bender/","","","","","5"
"998"," Ramona Bergmeister","Ramona","Bergmeister","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708229/ramona-bergmeister/","","","","","5"
"999"," Julia Beuter","Julia","Beuter","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708083/julia-beuter/","","","","","5"
"1000"," Julia Biebl","Julia","Biebl","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708232/julia-biebl/","","","","","5"
"1001"," Gordon Bieling","Gordon","Bieling","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708162/gordon-bieling/","","","","","5"
"1002"," Theresa Bleibinhaus","Theresa","Bleibinhaus","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708190/theresa-bleibinhaus/","","","","","5"
"1003"," David Brunner","David","Brunner","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708068/david-brunner/","","","","","5"
"1004"," Heiko Burchard-Kraus","Heiko","Burchard-Kraus","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708115/heiko-burchard-kraus/","","","","","5"
"1005"," Nils Bürger","Nils","Bürger","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708209/nils-buerger/","","","","","5"
"1006"," Tobias Burkhardt","Tobias","Burkhardt","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708011/tobias-burkhardt/","","","","","5"
"1007"," Thomas Burrey","Thomas","Burrey","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708118/thomas-burrey/","","","","","5"
"1008"," Leonardo Calderon","Leonardo","Calderon","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708055/leonardo-calderon/","","","","","5"
"1009"," Michaela Casotti","Michaela","Casotti","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707993/michaela-casotti/","","","","","5"
"1010"," Patricio Cataldo","Patricio","Cataldo","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708125/patricio-cataldo/","","","","","5"
"1011"," Hussein Chahrour","Hussein","Chahrour","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708176/hussein-chahrour/","","","","","5"
"1012"," Lea Clausnitzer","Lea","Clausnitzer","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707994/lea-clausnitzer/","","","","","5"
"1013"," Tanja Cordewener","Tanja","Cordewener","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708081/tanja-cordewener/","","","","","5"
"1014"," Özcan Dag","Özcan","Dag","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708177/oezcan-dag/","","","","","5"
"1015"," Cedric Daniel","Cedric","Daniel","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707984/cedric-daniel/","","","","","5"
"1016"," Lukas Dauenheimer","Lukas","Dauenheimer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708150/lukas-dauenheimer/","","","","","5"
"1017"," Christian Denzer","Christian","Denzer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708058/christian-denzer/","","","","","5"
"1018"," Sebastian Domes","Sebastian","Domes","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707975/sebastian-domes/","","","","","5"
"1019"," Jeffrey Dörpinghaus","Jeffrey","Dörpinghaus","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708178/jeffrey-doerpinghaus/","","","","","5"
"1020"," Andrea Dörr","Andrea","Dörr","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708047/andrea-doerr/","","","","","5"
"1021"," Anna Droszez","Anna","Droszez","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708243/anna-droszez/","","","","","5"
"1022"," Christian Eier","Christian","Eier","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708222/christian-eier/","","","","","5"
"1023"," Tobias Eigen","Tobias","Eigen","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708164/tobias-eigen/","","","","","5"
"1024"," Sina Endejann","Sina","Endejann","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708185/sina-endejann/","","","","","5"
"1025"," André Fischer","André","Fischer","m"," Deutschland"," 10.10.1988","    5","https://www.sport.de/ninja-warrior/pe708056/andre-fischer/","","","","","5"
"1026"," Sonja Fischer","Sonja","Fischer","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708046/sonja-fischer/","","","","","5"
"1027"," Davina Fisseler","Davina","Fisseler","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708139/davina-fisseler/","","","","","5"
"1028"," Felix Flieger","Felix","Flieger","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708208/felix-flieger/","","","","","5"
"1029"," Bérenger Florence","Bérenger","Florence","m"," Frankreich","","    5","https://www.sport.de/ninja-warrior/pe708204/berenger-florence/","","","","","5"
"1030"," John Förster","John","Förster","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708021/john-foerster/","","","","","5"
"1031"," Lea Fortin","Lea","Fortin","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708238/lea-fortin/","","","","","5"
"1032"," Thomas Franco","Thomas","Franco","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708075/thomas-franco/","","","","","5"
"1033"," Chiara Frank","Chiara","Frank","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708001/chiara-frank/","","","","","5"
"1034"," Toni Franzke","Toni","Franzke","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708036/toni-franzke/","","","","","5"
"1035"," Roland Friedrich","Roland","Friedrich","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708078/roland-friedrich/","","","","","5"
"1036"," Simon Friesenecker","Simon","Friesenecker","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708009/simon-friesenecker/","","","","","5"
"1037"," Alexander Frisch","Alexander","Frisch","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708149/alexander-frisch/","","","","","5"
"1038"," Hanjo Fritzsche","Hanjo","Fritzsche","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708157/hanjo-fritzsche/","","","","","5"
"1039"," Christoph Galle","Christoph","Galle","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708201/christoph-galle/","","","","","5"
"1040"," Nele Geis","Nele","Geis","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708230/nele-geis/","","","","","5"
"1041"," Bianca Giering","Bianca","Giering","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708228/bianca-giering/","","","","","5"
"1042"," Mario Gimbel","Mario","Gimbel","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708217/mario-gimbel/","","","","","5"
"1043"," Mariusz Gniatkowski-Schlüsselburg","Mariusz","Gniatkowski-Schlüsselburg","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708101/mariusz-gniatkowski-schluesselburg/","","","","","5"
"1044"," Louis Görtz","Louis","Görtz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708128/louis-goertz/","","","","","5"
"1045"," Stephan Görtz","Stephan","Görtz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708102/stephan-goertz/","","","","","5"
"1046"," Philipp Göthert","Philipp","Göthert","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707964/philipp-goethert/","","","","","5"
"1047"," Alisa Govzmann","Alisa","Govzmann","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708133/alisa-govzmann/","","","","","5"
"1048"," Patrick Grafenauer","Patrick","Grafenauer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708160/patrick-grafenauer/","","","","","5"
"1049"," Chiara Gremes","Chiara","Gremes","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708140/chiara-gremes/","","","","","5"
"1050"," Sophia Grimm","Sophia","Grimm","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708192/sophia-grimm/","","","","","5"
"1051"," Silvio Grogg","Silvio","Grogg","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708059/silvio-grogg/","","","","","5"
"1052"," Nico Hädicke","Nico","Hädicke","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708094/nico-haedicke/","","","","","5"
"1053"," Thomas Hafer","Thomas","Hafer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708033/thomas-hafer/","","","","","5"
"1054"," Alexander Haidamak","Alexander","Haidamak","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708093/alexander-haidamak/","","","","","5"
"1055"," Bastian Hauk","Bastian","Hauk","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708202/bastian-hauk/","","","","","5"
"1056"," Luana Hauptmann","Luana","Hauptmann","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708024/luana-hauptmann/","","","","","5"
"1057"," Max Heller","Max","Heller","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708060/max-heller/","","","","","5"
"1058"," Fabio Helmrich","Fabio","Helmrich","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708153/fabio-helmrich/","","","","","5"
"1059"," Moritz Henn","Moritz","Henn","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707980/moritz-henn/","","","","","5"
"1060"," Noa Henschel","Noa","Henschel","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707985/noa-henschel/","","","","","5"
"1061"," Kevin Herzog","Kevin","Herzog","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708007/kevin-herzog/","","","","","5"
"1062"," Peter Heydemann","Peter","Heydemann","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708172/peter-heydemann/","","","","","5"
"1063"," Paul Hild","Paul","Hild","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708018/paul-hild/","","","","","5"
"1064"," Ronja Hoffmann","Ronja","Hoffmann","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708191/ronja-hoffmann/","","","","","5"
"1065"," Marcus Hofmeyer","Marcus","Hofmeyer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707988/marcus-hofmeyer/","","","","","5"
"1066"," Matthias Hojczyk","Matthias","Hojczyk","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708041/matthias-hojczyk/","","","","","5"
"1067"," Stella Holczer","Stella","Holczer","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708042/stella-holczer/","","","","","5"
"1068"," Uwe Hückmann","Uwe","Hückmann","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708154/uwe-hueckmann/","","","","","5"
"1069"," Tiberius Ignat","Tiberius","Ignat","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708221/tiberius-ignat/","","","","","5"
"1070"," Dejan Jelovic","Dejan","Jelovic","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708077/dejan-jelovic/","","","","","5"
"1071"," Kristina Jost","Kristina","Jost","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708000/kristina-jost/","","","","","5"
"1072"," Philipp Jürgen","Philipp","Jürgen","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708207/philipp-juergen/","","","","","5"
"1073"," Michael Kastner","Michael","Kastner","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708158/michael-kastner/","","","","","5"
"1074"," Waldemar Keilmann","Waldemar","Keilmann","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708062/waldemar-keilmann/","","","","","5"
"1075"," Max Kiffmeyer","Max","Kiffmeyer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708037/max-kiffmeyer/","","","","","5"
